City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Mahebourg,-20.4081,57.7,76.24,83,100,6.71,MU,2022-01-09 23:13:06
1,Hamilton,39.1834,-84.5333,35.64,62,0,3.0,US,2022-01-09 23:10:50
2,Kaduy,59.2,37.15,11.93,98,98,2.55,RU,2022-01-09 23:13:06
3,Upernavik,72.7868,-56.1549,0.36,98,100,11.56,GL,2022-01-09 23:13:07
4,Lata,40.1629,-8.3327,56.71,99,100,2.82,PT,2022-01-09 23:13:07
5,Belaya Gora,68.5333,146.4167,-35.3,100,55,4.38,RU,2022-01-09 23:10:58
6,Tiksi,71.6872,128.8694,-1.7,66,100,22.06,RU,2022-01-09 23:13:07
7,Busselton,-33.65,115.3333,61.05,69,78,11.3,AU,2022-01-09 23:13:08
8,Ribeira Grande,38.5167,-28.7,61.27,75,100,20.38,PT,2022-01-09 23:13:08
9,Carnarvon,-24.8667,113.6333,73.47,60,0,13.8,AU,2022-01-09 23:13:08
10,New Norfolk,-42.7826,147.0587,62.65,76,100,1.99,AU,2022-01-09 23:13:09
11,Tuktoyaktuk,69.4541,-133.0374,-28.62,99,57,7.16,CA,2022-01-09 23:13:09
12,Namtsy,62.7161,129.6658,-41.69,100,79,2.01,RU,2022-01-09 23:13:09
13,Mataura,-46.1927,168.8643,66.47,57,68,1.41,NZ,2022-01-09 23:13:10
14,Rikitea,-23.1203,-134.9692,78.3,79,100,18.97,PF,2022-01-09 23:13:10
15,Jamestown,42.097,-79.2353,35.1,61,100,13.0,US,2022-01-09 23:13:10
16,Asau,46.4333,26.4,37.4,99,99,3.27,RO,2022-01-09 23:11:36
17,Kieta,-6.2167,155.6333,84.94,71,28,10.0,PG,2022-01-09 23:13:11
18,Dingle,10.9995,122.6711,74.48,93,71,5.64,PH,2022-01-09 23:13:11
19,Albany,42.6001,-73.9662,38.73,91,100,1.01,US,2022-01-09 23:08:21
20,Urusha,54.05,122.9,-22.34,96,54,3.24,RU,2022-01-09 23:13:11
21,Punta Arenas,-53.15,-70.9167,51.91,54,75,23.02,CL,2022-01-09 23:09:14
22,Manzini,-26.25,31.5,67.24,90,71,0.18,SZ,2022-01-09 23:13:12
23,Hermanus,-34.4187,19.2345,71.8,86,100,11.27,ZA,2022-01-09 23:13:12
24,Pisco,-13.7,-76.2167,73.45,83,0,21.85,PE,2022-01-09 23:13:12
25,Nago,26.5881,127.9761,64.47,75,87,11.25,JP,2022-01-09 23:13:13
26,Sinnamary,5.3833,-52.95,76.12,82,98,7.36,GF,2022-01-09 23:13:13
27,Barrow,71.2906,-156.7887,-16.58,69,20,3.44,US,2022-01-09 23:13:13
28,Constitucion,-35.3333,-72.4167,64.53,76,18,8.48,CL,2022-01-09 23:13:14
29,Bluff,-46.6,168.3333,66.79,83,91,4.52,NZ,2022-01-09 23:13:14
30,Kodiak,57.79,-152.4072,29.71,55,100,21.85,US,2022-01-09 23:12:55
31,Nanortalik,60.1432,-45.2371,19.17,78,100,34.85,GL,2022-01-09 23:13:14
32,Klaksvik,62.2266,-6.589,43.72,90,81,34.54,FO,2022-01-09 23:13:15
33,La Mira,18.035,-102.3266,83.23,51,73,7.34,MX,2022-01-09 23:13:15
34,Sosnovo-Ozerskoye,52.5249,111.5418,-27.56,100,49,0.78,RU,2022-01-09 23:13:15
35,Cayenne,4.9333,-52.3333,79.09,77,0,1.01,GF,2022-01-09 23:13:16
36,Urengoy,65.9667,78.3667,-14.51,99,96,6.08,RU,2022-01-09 23:13:16
37,Ulaangom,49.9811,92.0667,-13.16,91,98,3.44,MN,2022-01-09 23:13:16
38,Kaeo,-35.1,173.7833,80.33,69,99,4.74,NZ,2022-01-09 23:13:17
39,Ushuaia,-54.8,-68.3,44.26,70,75,8.05,AR,2022-01-09 23:10:23
40,Mayor Pablo Lagerenza,-19.9309,-60.7718,87.44,42,57,3.33,PY,2022-01-09 23:13:17
41,Puerto Ayora,-0.7393,-90.3518,74.01,82,83,8.25,EC,2022-01-09 23:13:17
42,Gibara,21.1097,-76.1317,78.12,78,63,15.57,CU,2022-01-09 23:13:18
43,Ottawa,45.4112,-75.6981,34.52,74,100,1.01,CA,2022-01-09 23:09:18
44,Roald,62.5833,6.1333,34.09,64,0,13.8,NO,2022-01-09 23:13:18
45,Chumikan,54.7183,135.315,-14.84,87,92,12.77,RU,2022-01-09 23:13:18
46,Jalu,29.0331,21.5482,51.53,52,0,12.66,LY,2022-01-09 23:13:19
47,Lebu,-37.6167,-73.65,62.19,84,20,4.05,CL,2022-01-09 23:14:19
48,Leningradskiy,69.3833,178.4167,-16.8,92,38,5.1,RU,2022-01-09 23:14:19
49,Faanui,-16.4833,-151.75,81.37,71,59,2.77,PF,2022-01-09 23:14:20
50,Katherine,-14.4667,132.2667,82.72,69,45,8.05,AU,2022-01-09 23:14:20
51,Bourail,-21.5667,165.4833,82.89,71,10,7.92,NC,2022-01-09 23:14:20
52,Vallenar,-28.5708,-70.7581,74.95,45,25,7.47,CL,2022-01-09 23:14:21
53,Paignton,50.4357,-3.5679,46.65,95,100,4.0,GB,2022-01-09 23:14:21
54,Kapaa,22.0752,-159.319,79.2,60,0,8.05,US,2022-01-09 23:14:21
55,Yulara,-25.2406,130.9889,91.47,14,15,13.31,AU,2022-01-09 23:14:22
56,Port Alfred,-33.5906,26.891,72.64,92,51,14.72,ZA,2022-01-09 23:14:22
57,Dikson,73.5069,80.5464,-11.72,100,99,8.05,RU,2022-01-09 23:14:22
58,Saint-Philippe,-21.3585,55.7679,78.39,84,73,8.19,RE,2022-01-09 23:14:23
59,Broome,42.2506,-75.833,38.19,80,100,1.01,US,2022-01-09 23:14:23
60,Cape Town,-33.9258,18.4232,70.88,75,99,1.01,ZA,2022-01-09 23:14:23
61,San Rafael Del Sur,11.8485,-86.4384,85.17,49,13,14.7,NI,2022-01-09 23:14:24
62,Namibe,-15.1961,12.1522,65.79,80,15,6.22,AO,2022-01-09 23:14:24
63,Tokur,53.1333,132.9,-27.76,98,83,2.68,RU,2022-01-09 23:14:24
64,Clyde River,70.4692,-68.5914,-5.57,84,100,27.63,CA,2022-01-09 23:14:24
65,Noumea,-22.2763,166.4572,85.98,99,52,16.67,NC,2022-01-09 23:12:21
66,Ilulissat,69.2167,-51.1,17.62,86,100,13.8,GL,2022-01-09 23:14:25
67,Vardo,70.3705,31.1107,19.6,77,100,13.8,NO,2022-01-09 23:14:25
68,Abu Samrah,35.3029,37.1841,50.92,73,29,10.0,SY,2022-01-09 23:14:25
69,Chapais,49.7834,-74.8492,6.58,87,100,16.4,CA,2022-01-09 23:14:26
70,San Quintin,30.4833,-115.95,64.62,54,68,8.57,MX,2022-01-09 23:14:26
71,Vypolzovo,57.8767,33.6986,5.88,99,100,0.74,RU,2022-01-09 23:14:26
72,Derzhavinsk,51.1,66.3167,-10.01,100,21,3.33,KZ,2022-01-09 23:14:27
73,Hobart,-42.8794,147.3294,63.01,85,75,16.11,AU,2022-01-09 23:13:07
74,Fort Nelson,58.8053,-122.7002,-20.61,76,100,0.0,CA,2022-01-09 23:14:27
75,Mar Del Plata,-38.0023,-57.5575,77.0,1,46,7.0,AR,2022-01-09 23:09:43
76,Sao Filipe,14.8961,-24.4956,72.86,64,100,0.69,CV,2022-01-09 23:11:37
77,Butaritari,3.0707,172.7902,81.52,77,99,14.18,KI,2022-01-09 23:14:28
78,Airai,-8.9266,125.4092,65.19,82,51,0.43,TL,2022-01-09 23:14:28
79,Gambela,8.25,34.5833,80.15,50,9,3.85,ET,2022-01-09 23:14:28
80,Qaanaaq,77.484,-69.3632,0.28,70,95,7.45,GL,2022-01-09 23:14:28
81,Erenhot,43.6475,111.9767,3.83,80,18,7.27,CN,2022-01-09 23:14:29
82,Waterfoot,53.6929,-2.2525,42.98,95,78,1.01,GB,2022-01-09 23:14:29
83,Carauari,-4.8828,-66.8958,74.43,96,94,1.79,BR,2022-01-09 23:14:29
84,Vaini,-21.2,-175.2,80.76,89,100,11.5,TO,2022-01-09 23:14:30
85,Sorland,67.667,12.6934,32.29,60,4,7.7,NO,2022-01-09 23:14:30
86,Luoyang,34.6836,112.4536,37.98,77,100,3.36,CN,2022-01-09 23:14:30
87,Eratira,40.35,21.5167,40.86,91,99,3.29,GR,2022-01-09 23:14:31
88,Sorong,-0.8833,131.25,80.69,81,84,5.88,ID,2022-01-09 23:14:31
89,Zhigansk,66.7697,123.3711,-29.51,94,86,20.22,RU,2022-01-09 23:14:31
90,Tasiilaq,65.6145,-37.6368,32.16,73,100,49.86,GL,2022-01-09 23:14:32
91,Georgetown,5.4112,100.3354,80.53,73,20,1.01,MY,2022-01-09 23:09:54
92,Vila Velha,-20.3297,-40.2925,75.15,95,75,2.3,BR,2022-01-09 23:10:40
93,Aswan,24.0934,32.907,58.3,44,0,16.11,EG,2022-01-09 23:15:32
94,Ouegoa,-20.35,164.4333,84.18,69,25,14.52,NC,2022-01-09 23:15:33
95,Gat,31.61,34.7642,55.9,36,40,9.75,IL,2022-01-09 23:11:01
96,Beloha,-25.1667,45.05,74.88,77,100,10.74,MG,2022-01-09 23:15:33
97,Kidal,18.4411,1.4078,61.23,15,82,12.53,ML,2022-01-09 23:15:33
98,Padang,-0.9492,100.3543,75.25,88,100,4.72,ID,2022-01-09 23:15:34
99,Wewak,-3.5534,143.6268,81.19,74,56,7.18,PG,2022-01-09 23:15:34
100,Victoria,22.2855,114.1577,64.33,83,52,1.99,HK,2022-01-09 23:10:45
101,Praia,14.9215,-23.5087,72.14,78,40,10.36,CV,2022-01-09 23:15:35
102,Alcaniz,41.05,-0.1333,63.43,65,98,33.62,ES,2022-01-09 23:15:35
103,Bambanglipuro,-7.95,110.2833,76.98,88,99,5.32,ID,2022-01-09 23:15:35
104,Yellowknife,62.456,-114.3525,-24.59,89,75,3.44,CA,2022-01-09 23:15:21
105,East London,-33.0153,27.9116,73.67,87,88,20.83,ZA,2022-01-09 23:15:36
106,Inirida,3.8653,-67.9239,79.2,64,84,0.74,CO,2022-01-09 23:15:36
107,Bredasdorp,-34.5322,20.0403,71.28,78,100,12.66,ZA,2022-01-09 23:15:36
108,Caledonia,42.8078,-87.9242,14.02,54,0,3.0,US,2022-01-09 23:15:36
109,Atuona,-9.8,-139.0333,78.89,72,14,17.52,PF,2022-01-09 23:15:37
110,Fortuna,40.5982,-124.1573,63.93,59,0,1.99,US,2022-01-09 23:15:37
111,Provideniya,64.3833,-173.3,8.71,66,0,15.66,RU,2022-01-09 23:11:01
112,Chokurdakh,70.6333,147.9167,-26.88,97,12,8.21,RU,2022-01-09 23:15:38
113,Lompoc,34.6391,-120.4579,70.79,67,0,9.22,US,2022-01-09 23:13:46
114,Bushehr,28.9684,50.8385,53.69,94,3,0.0,IR,2022-01-09 23:15:38
115,Isangel,-19.55,169.2667,84.31,79,75,13.8,VU,2022-01-09 23:15:38
116,Manokwari,-0.8667,134.0833,78.58,76,94,3.27,ID,2022-01-09 23:15:39
117,Port Elizabeth,-33.918,25.5701,67.1,94,75,16.11,ZA,2022-01-09 23:15:39
118,Saint George,37.1041,-113.5841,59.47,28,0,1.99,US,2022-01-09 23:10:57
119,Beira,-19.8436,34.8389,78.15,78,6,5.44,MZ,2022-01-09 23:15:40
120,Coquimbo,-29.9533,-71.3436,67.73,68,0,11.5,CL,2022-01-09 23:15:40
121,Ugoofaaru,5.6667,73.0,80.83,73,91,9.08,MV,2022-01-09 23:15:40
122,Vestmanna,62.1564,-7.1664,41.92,93,100,23.02,FO,2022-01-09 23:15:40
123,Gizo,-8.103,156.8419,82.54,78,35,10.89,SB,2022-01-09 23:15:41
124,Katsuura,35.1333,140.3,49.19,81,100,21.45,JP,2022-01-09 23:15:41
125,Taltal,-25.4,-70.4833,67.32,76,87,4.25,CL,2022-01-09 23:15:15
126,Csobanka,47.6464,18.9619,31.95,74,100,0.89,HU,2022-01-09 23:15:42
127,Tagusao,9.1924,117.8141,77.79,84,62,4.07,PH,2022-01-09 23:15:42
128,Hilo,19.7297,-155.09,80.33,69,20,8.05,US,2022-01-09 23:15:42
129,Sinnar,13.5691,33.5672,81.25,32,47,7.9,SD,2022-01-09 23:15:43
130,Singapore,1.2897,103.8501,78.84,84,75,11.5,SG,2022-01-09 23:15:43
131,Cidreira,-30.1811,-50.2056,72.64,72,32,18.54,BR,2022-01-09 23:15:44
132,Aksu,41.1231,80.2644,22.46,51,91,1.7,CN,2022-01-09 23:12:39
133,Sao Felix Do Xingu,-6.6447,-51.995,71.02,99,100,1.95,BR,2022-01-09 23:15:44
134,Tall Kayf,37.0833,41.0667,50.32,58,98,15.61,TR,2022-01-09 23:15:44
135,Bethel,41.3712,-73.414,38.75,88,100,10.36,US,2022-01-09 23:15:45
136,Djibo,14.1022,-1.6306,68.2,12,4,9.31,BF,2022-01-09 23:16:45
137,Nkhotakota,-12.9274,34.2961,75.2,77,100,4.72,MW,2022-01-09 23:16:46
138,Petropavlovsk-Kamchatskiy,53.0452,158.6483,30.79,100,100,0.0,RU,2022-01-09 23:16:46
139,Rock Sound,24.9,-76.2,76.06,75,94,21.68,BS,2022-01-09 23:16:46
140,Naze,28.3667,129.4833,58.12,75,98,11.27,JP,2022-01-09 23:16:46
141,Esperance,-33.8667,121.9,62.89,67,100,15.43,AU,2022-01-09 23:16:47
142,Shaunavon,49.6501,-108.4181,-1.03,92,64,3.2,CA,2022-01-09 23:16:47
143,Altay,47.8667,88.1167,13.82,77,42,6.04,CN,2022-01-09 23:16:47
144,Narsaq,60.9167,-46.05,19.62,91,100,2.98,GL,2022-01-09 23:16:48
145,Ambilobe,-13.2,49.05,74.53,94,100,1.14,MG,2022-01-09 23:16:48
146,Hithadhoo,-0.6,73.0833,81.3,74,31,6.71,MV,2022-01-09 23:16:48
147,Cozumel,20.5083,-86.9458,79.95,88,100,1.99,MX,2022-01-09 23:16:49
148,Talnakh,69.4865,88.3972,-3.8,98,100,3.24,RU,2022-01-09 23:16:49
149,Souillac,-20.5167,57.5167,76.35,100,75,3.44,MU,2022-01-09 23:16:49
150,Aktash,50.3,87.7333,-5.04,80,85,1.74,RU,2022-01-09 23:16:50
151,Mahdasht,35.7299,50.8111,39.42,56,0,4.61,IR,2022-01-09 23:16:50
152,Kaitangata,-46.2817,169.8464,64.36,72,86,4.79,NZ,2022-01-09 23:16:50
153,Honningsvag,70.9821,25.9704,30.43,65,100,18.81,NO,2022-01-09 23:16:51
154,Labuhan,-6.8844,112.2051,78.64,85,100,5.1,ID,2022-01-09 23:16:20
155,Bilibino,68.0546,166.4372,-15.3,97,69,2.77,RU,2022-01-09 23:16:51
156,Tigzirt,36.8886,4.1198,54.27,79,66,17.13,DZ,2022-01-09 23:16:51
157,Chuy,-33.6971,-53.4616,70.84,75,0,14.88,UY,2022-01-09 23:16:52
158,Havre-Saint-Pierre,50.2334,-63.5986,25.39,86,100,10.36,CA,2022-01-09 23:16:52
159,Hoa Binh,20.8133,105.3383,55.29,92,100,1.74,VN,2022-01-09 23:16:52
160,Hovd,48.0056,91.6419,1.56,75,60,3.4,MN,2022-01-09 23:16:53
161,Lensk,60.7253,114.9278,-26.45,95,11,2.82,RU,2022-01-09 23:16:53
162,Salinas,36.6777,-121.6555,68.56,45,0,12.66,US,2022-01-09 23:14:57
163,Itoman,26.1247,127.6694,66.22,77,75,6.91,JP,2022-01-09 23:16:54
164,Nikolskoye,59.7035,30.7861,24.69,99,94,1.81,RU,2022-01-09 23:16:54
165,Saint-Georges,12.0564,-61.7485,77.36,73,49,13.09,GD,2022-01-09 23:16:54
166,Geraldton,-28.7667,114.6,69.13,45,0,17.27,AU,2022-01-09 23:16:55
167,Chegdomyn,51.1167,133.0167,-26.7,100,59,1.79,RU,2022-01-09 23:16:55
168,Axim,4.8699,-2.2405,80.73,82,69,7.36,GH,2022-01-09 23:16:55
169,Zachary,30.6485,-91.1565,73.06,97,40,5.75,US,2022-01-09 23:16:56
170,Beberibe,-4.1797,-38.1306,83.16,80,93,9.73,BR,2022-01-09 23:16:56
171,Ahipara,-35.1667,173.1667,74.3,61,100,4.72,NZ,2022-01-09 23:16:56
172,Karla,59.3723,24.9275,29.14,87,100,11.5,EE,2022-01-09 23:16:57
173,Saskylakh,71.9167,114.0833,6.6,92,100,10.27,RU,2022-01-09 23:16:57
174,Pangnirtung,66.1451,-65.7125,-25.4,86,29,6.38,CA,2022-01-09 23:16:57
175,Chauk,20.8833,94.8167,64.33,65,0,4.23,MM,2022-01-09 23:16:58
176,Hobyo,5.3505,48.5268,76.77,68,7,20.33,SO,2022-01-09 23:16:58
177,Avarua,-21.2078,-159.775,82.45,78,100,12.66,CK,2022-01-09 23:13:57
178,Codrington,-38.2667,141.9667,71.8,51,61,8.72,AU,2022-01-09 23:16:58
179,Buluang,13.3068,123.3425,74.1,93,88,2.64,PH,2022-01-09 23:16:59
180,Adrar,20.5022,-10.0711,60.85,11,100,9.66,MR,2022-01-09 23:16:59
181,Bambous Virieux,-20.3428,57.7575,76.21,100,75,3.44,MU,2022-01-09 23:17:00
182,Hun,29.1268,15.9477,49.41,43,14,10.96,LY,2022-01-09 23:18:00
183,Wanning,18.8003,110.3967,69.15,82,87,1.97,CN,2022-01-09 23:18:01
184,Mandal,25.45,74.5667,49.41,72,0,5.75,IN,2022-01-09 23:18:02
185,Masuguru,-11.3667,38.4167,72.95,97,100,2.42,TZ,2022-01-09 23:18:02
186,Kushima,31.4583,131.2333,39.24,77,0,5.26,JP,2022-01-09 23:18:02
187,Hailar,49.2,119.7,-20.18,98,86,3.98,CN,2022-01-09 23:18:03
188,Arraial Do Cabo,-22.9661,-42.0278,69.66,94,100,2.3,BR,2022-01-09 23:18:03
189,Meadow Lake,34.8014,-106.5436,50.29,42,3,5.73,US,2022-01-09 23:18:03
190,Keskin,39.6731,33.6136,43.07,74,100,3.02,TR,2022-01-09 23:18:04
191,Bom Jardim,-7.7958,-35.5872,79.14,74,27,11.39,BR,2022-01-09 23:18:04
192,Fayaoue,-20.65,166.5333,80.91,78,38,25.48,NC,2022-01-09 23:18:04
193,Alexandria,31.2156,29.9553,52.34,66,40,14.97,EG,2022-01-09 23:15:21
194,Vanimo,-2.6741,141.3028,79.16,85,93,6.46,PG,2022-01-09 23:18:05
195,Sabang,5.8933,95.3214,80.6,75,71,8.81,ID,2022-01-09 23:18:05
196,Jizan,17.3333,42.6667,76.14,82,5,1.72,SA,2022-01-09 23:18:05
197,Pizhma,57.8642,47.1171,17.46,90,100,8.34,RU,2022-01-09 23:18:06
198,Letlhakane,-21.4167,25.5833,72.9,63,95,9.71,BW,2022-01-09 23:18:06
199,College,64.8569,-147.8028,-9.74,69,75,12.66,US,2022-01-09 23:18:06
200,Haapiti,-17.5667,-149.8667,82.13,82,93,23.31,PF,2022-01-09 23:18:07
201,Hasaki,35.7333,140.8333,43.2,70,100,22.17,JP,2022-01-09 23:18:07
202,Porto Velho,-8.7619,-63.9039,77.05,88,20,2.3,BR,2022-01-09 23:18:07
203,Leh,34.1667,77.5833,6.3,79,99,4.41,IN,2022-01-09 23:18:08
204,Kousseri,12.0769,15.0306,71.24,36,90,9.17,CM,2022-01-09 23:18:08
205,Vila Franca Do Campo,37.7167,-25.4333,60.19,79,84,11.41,PT,2022-01-09 23:18:08
206,Pimentel,-6.8367,-79.9342,75.49,69,0,14.97,PE,2022-01-09 23:18:09
207,Merrill,45.1805,-89.6835,2.17,60,0,11.5,US,2022-01-09 23:18:09
208,Kamaishi,39.2667,141.8833,25.75,73,100,5.99,JP,2022-01-09 23:18:09
209,Salalah,17.0151,54.0924,69.89,32,0,8.05,OM,2022-01-09 23:18:09
210,Si Sa Ket,14.8333,104.3333,71.22,74,14,3.38,TH,2022-01-09 23:18:10
211,Mpongwe,-13.5091,28.155,64.96,93,100,2.8,ZM,2022-01-09 23:18:10
212,Severo-Kurilsk,50.6789,156.125,29.79,85,84,10.78,RU,2022-01-09 23:18:10
213,Krasnoselkup,65.7,82.4667,-5.69,98,100,9.26,RU,2022-01-09 23:18:11
214,Ahuimanu,21.4447,-157.8378,80.31,65,40,9.22,US,2022-01-09 23:18:11
215,Preobrazheniye,42.9019,133.9064,15.55,39,0,5.75,RU,2022-01-09 23:18:11
216,Salym,60.0625,71.4789,2.82,92,26,8.46,RU,2022-01-09 23:18:12
217,Ostersund,63.1792,14.6357,1.74,99,92,3.06,SE,2022-01-09 23:18:12
218,Shakawe,-18.3667,21.85,67.39,94,100,5.26,BW,2022-01-09 23:18:12
219,Mount Isa,-20.7333,139.5,92.97,26,54,11.5,AU,2022-01-09 23:14:47
220,Hofn,64.2539,-15.2082,42.71,85,100,30.44,IS,2022-01-09 23:18:13
221,Belmonte,-15.8631,-38.8828,77.5,83,97,9.35,BR,2022-01-09 23:18:13
222,Thompson,55.7435,-97.8558,-21.84,69,0,10.36,CA,2022-01-09 23:18:13
223,La Ronge,55.1001,-105.2842,-14.55,64,40,3.44,CA,2022-01-09 23:18:14
224,Peace River,56.2501,-117.286,5.02,96,100,3.31,CA,2022-01-09 23:13:46
225,Eyl,7.9803,49.8164,74.23,72,18,16.96,SO,2022-01-09 23:18:14
226,Saint-Francois,46.4154,3.9054,39.47,96,75,3.44,FR,2022-01-09 23:18:14
227,Havelock,34.8791,-76.9013,64.4,82,40,5.01,US,2022-01-09 23:18:15
228,Buchanan,5.8808,-10.0467,78.76,85,54,6.29,LR,2022-01-09 23:18:15
229,Ustye,59.6304,39.736,13.91,97,99,4.18,RU,2022-01-09 23:18:16
230,Barroso,-21.1869,-43.9758,66.38,98,100,6.6,BR,2022-01-09 23:19:16
